id,name,catchment-area,easting,northing,latitude,longitude,river,location,station-level,measuring-authority-id,measuring-authority-station-id,hydrometric-area,opened,closed,station-type,bankfull-flow,structurefull-flow,sensitivity,nrfa-mean-flow,nrfa-peak-flow,feh-pooling,feh-qmed,feh-neither,nhmp,benchmark,live-data,eflag,historic-droughts,marius,outlook-analogues,outlook-esp,factors-affecting-runoff,gdf-start-date,gdf-end-date,gdf-mean-flow,gdf-min-flow,gdf-first-date-of-min,gdf-last-date-of-min,gdf-max-flow,gdf-first-date-of-max,gdf-last-date-of-max,gdf-q95-flow,gdf-q70-flow,gdf-q50-flow,gdf-q10-flow,gdf-q05-flow,gdf-base-flow-index,gdf-day-count,gdf-flow-count,gdf-percent-complete,peak-flow-start-date,peak-flow-end-date,qmed,minimum-altitude,10-percentile-altitude,50-percentile-altitude,90-percentile-altitude,maximum-altitude,saar-1941-1970,saar-1961-1990,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban,high-perm-bedrock,moderate-perm-bedrock,low-perm-bedrock,mixed-perm-bedrock,high-perm-superficial,low-perm-superficial,mixed-perm-superficial,propwet,bfihost,farl,dpsbar,sprhost,rmed-1d,rmed-2d,rmed-1h,ldp,dplbar,altbar,aspbar,aspvar,ihdtm-height,ihdtm-catchment-area,mean-flood-plain-depth,mean-flood-plain-location,mean-flood-plain-extent,urbext-1990,urbconc-1990,urbloc-1990,urbext-2000,urbconc-2000,urbloc-2000,data-summary
54067,Smestow Brook at Swindon,81.3,386120,290560,52.51275,-2.20595,Smestow Brook,Swindon,60.4,EA-WM,,54,01/01/1973,31/12/1978,VA,,,13.5,True,False,False,False,False,False,False,False,False,False,False,False,False,,01/01/1974,27/11/1978,0.538,0.1,06/09/1976,06/09/1976,7.058,25/09/1976,25/09/1976,0.176,0.289,0.41,1.006,1.376,0.62,1792.0,1792.0,100.0,,,,59.6,85.3,117.4,153.3,233.3,681.0,678.0,0.0702,0.2665,0.2363,0.0011,0.3964,0.0372,0.4273,0.1614,0.001,0.371,0.8449,,,0.1551,0.135,,0.3724,0.31,0.52,0.981,40.4,34.04,30.4,37.3,10.8,23.6,11.36,118.0,277.0,0.08,59.6,79.34,0.552,1.056,0.0794,0.1883,0.841,1.379,0.2605,0.926,1.401,gdf;gmf;cmr;cdr;cdr-d
54088,Little Avon at Berkeley Kennels,134.0,368232,198741,51.68652,-2.46093,Little Avon,Berkeley Kennels,7.0,EA-WX,542349,54,01/01/1979,,VA,,,18.0,True,False,False,False,False,False,False,True,False,False,False,False,False,PGE,01/11/1978,30/09/2021,1.222,0.114,10/08/1998,10/08/1998,39.71,29/10/2000,29/10/2000,0.232,0.424,0.713,2.561,3.84,0.55,15675.0,14380.0,91.738,,,,5.6,26.8,77.3,191.9,249.5,823.0,806.0,0.1122,0.2908,0.534,,0.0522,0.1379,0.4106,0.4123,0.0023,0.0348,0.2473,0.1755,0.4206,0.1566,0.0224,,0.1065,0.35,0.521,0.985,79.0,33.54,32.8,44.2,10.3,25.78,14.32,93.0,308.0,0.07,5.6,133.07,0.555,0.684,0.0692,0.0108,0.586,0.914,0.0149,0.727,0.926,gdf;gmf;cmr;cdr;cdr-d
54094,Strine at Crudgington,95.65,364050,317540,52.75427,-2.53409,Strine,Crudgington,50.0,EA-WM,2170,54,01/01/1982,06/07/2009,EM,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,GEI,01/11/1982,05/07/2009,0.673,0.122,23/07/1995,23/07/1995,6.04,10/01/1991,10/01/1991,0.228,0.363,0.489,1.305,1.77,0.67,9744.0,8962.0,91.975,,,,49.9,56.0,70.4,121.1,183.8,680.0,678.0,0.1011,0.4272,0.2608,0.0017,0.1927,0.0579,0.5493,0.2294,0.0025,0.1575,0.7549,,,0.2451,0.2106,0.1602,0.2416,0.35,0.634,0.974,25.8,28.15,29.0,36.1,10.0,19.32,9.81,79.0,313.0,0.31,49.9,95.66,1.162,0.792,0.1677,0.0645,0.72,1.121,0.0944,0.851,1.096,gdf;gmf;cmr;cdr;cdr-d
54096,Hadley Brook at Wards Bridge,53.43,387020,263140,52.26626,-2.19162,Hadley Brook,Wards Bridge,21.8,EA-WM,2193,54,01/12/1987,,FV,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,RPG,10/12/1987,30/09/2021,0.335,0.039,29/06/1992,29/06/1992,9.714,20/07/2007,20/07/2007,0.08,0.138,0.2,0.674,0.909,0.57,12349.0,12263.0,99.304,,,,25.5,38.9,58.6,118.0,183.1,661.0,653.0,0.1257,0.508,0.2972,,0.0541,0.0651,0.6298,0.2725,0.0016,0.0293,0.486,,,0.514,,,,0.28,0.551,0.997,35.5,32.88,30.1,37.2,10.5,21.15,9.94,68.0,171.0,0.18,26.1,54.03,0.73,0.774,0.094,0.019,0.49,0.849,0.0158,0.693,0.876,gdf;gmf;cmr;cdr;cdr-d
54098,Cam at Cambridge,29.3,375075,203576,51.73034,-2.3623,Cam,Cambridge,10.8,EA-WM,2603,54,01/10/1992,,FV,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,I,01/01/1998,30/09/2021,0.437,0.064,05/09/2011,05/09/2011,7.11,20/07/2007,20/07/2007,0.131,0.22,0.309,0.839,1.15,0.71,8674.0,8581.0,98.928,,,,14.8,31.3,97.9,206.9,249.3,847.0,796.0,0.1445,0.2236,0.5143,,0.1144,0.1296,0.291,0.4445,0.0011,0.1315,0.1755,0.2601,0.5645,,0.0722,,0.0182,0.33,0.612,0.987,113.5,30.24,34.2,45.5,10.3,14.12,7.63,107.0,335.0,0.27,14.8,29.54,0.458,0.486,0.052,0.0487,0.693,0.853,0.053,0.773,0.827,gdf;gmf;cmr;cdr;cdr-d
54099,Coley Brook at Coley Mill,37.3,377980,319270,52.77057,-2.32782,Coley Brook,Coley Mill,68.8,EA-WM,2199,54,01/05/1992,,TP,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,PG,01/01/1997,30/09/2021,0.395,0.067,27/07/2006,27/07/2006,6.478,27/10/2019,27/10/2019,0.115,0.178,0.231,0.797,1.355,0.62,9039.0,9028.0,99.878,,,,67.4,77.6,103.7,123.9,164.3,693.0,701.0,0.0804,0.5367,0.3029,,0.0567,0.0755,0.6336,0.2801,,0.0058,0.8707,,,0.1293,0.093,0.0004,0.3129,0.33,0.574,0.984,29.2,32.1,28.9,35.2,10.2,14.17,7.25,102.0,349.0,0.14,67.4,36.33,0.666,0.884,0.0995,0.0068,0.224,1.069,0.0131,0.568,1.169,gdf;gmf;cmr;cdr;cdr-d
54102,Avon at Lilbourne,108.9,456355,277779,52.39514,-1.17323,Avon,Lilbourne,92.9,EA-WM,2088,54,03/01/1979,,FV,,,,True,True,False,True,False,False,False,True,False,False,False,False,False,,01/01/2005,30/09/2021,0.666,0.026,26/10/2017,26/10/2017,18.2,09/03/2016,09/03/2016,0.075,0.126,0.207,1.67,2.927,0.38,6117.0,6117.0,100.0,28/09/1951,,13.602,92.8,109.5,142.7,172.4,214.1,695.0,668.0,0.0754,0.4972,0.3819,,0.0336,0.026,0.5528,0.3916,0.0027,0.0157,,0.0215,0.9785,,0.0928,,0.6371,0.29,0.354,0.906,35.0,44.77,31.5,38.9,12.0,21.51,10.97,142.0,256.0,0.13,92.8,109.58,0.704,0.776,0.0951,0.0047,0.014,0.021,0.0063,0.712,1.043,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
54107,Arrow at Studley,92.9,407634,263999,52.27409,-1.88954,Arrow,Studley,60.1,EA-WM,2094,54,08/01/1986,,VA,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,,01/01/2005,30/09/2021,0.789,0.089,15/08/2011,15/08/2011,32.8,20/07/2007,20/07/2007,0.166,0.279,0.407,1.6,2.65,0.42,6117.0,6117.0,100.0,,,,61.6,83.3,127.3,176.9,293.6,736.0,735.0,0.1628,0.1976,0.4154,0.0,0.2111,0.1052,0.2224,0.4434,0.0039,0.2168,0.1345,,,0.8655,,,0.0388,0.28,0.424,0.919,53.0,38.44,33.0,42.5,10.8,20.17,10.27,129.0,157.0,0.22,61.6,92.28,0.643,0.748,0.0789,0.0821,0.698,0.75,0.1085,0.827,0.747,gdf;gmf;cmr;cdr;cdr-d
54115,Piddle Brook at Wyre Piddle,104.89,396259,247611,52.12679,-2.05606,Piddle Brook,Wyre Piddle,179.6,EA-WM,2133,54,2000,,FV,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,,26/07/2000,30/09/2021,0.736,0.014,18/10/2017,18/10/2017,81.52,20/07/2007,20/07/2007,0.064,0.136,0.242,1.651,3.013,0.34,7737.0,7707.0,99.612,,,,18.3,28.5,53.5,97.3,140.4,634.0,627.0,0.1137,0.4108,0.4311,,0.0405,0.0514,0.5096,0.4146,0.0037,0.0189,,,0.566,0.434,0.0352,,0.0144,0.28,0.309,0.989,31.4,48.39,30.9,38.1,10.5,27.63,13.7,57.0,251.0,0.16,18.3,104.77,0.91,0.813,0.1344,0.0154,0.547,1.011,0.0133,0.684,0.819,gdf;gmf;cmr;cdr;cdr-d
55008,Wye at Cefn Brwyn,10.55,282900,283800,52.43958,-3.72411,Wye,Cefn Brwyn,341.0,CEHW,,55,01/01/1951,,CC,,66.0,15.7,True,True,False,False,True,False,True,False,False,False,True,False,False,N,01/08/1951,30/12/2018,0.711,0.023,11/06/1963,11/06/1963,17.81,12/12/1964,12/12/1964,0.075,0.212,0.37,1.689,2.46,0.32,24624.0,23649.0,96.04,01/07/1951,,16.998,344.0,395.9,480.8,640.8,736.6,2392.0,2457.0,0.0051,,0.9517,0.0164,0.0038,0.0121,,0.9383,0.0481,0.0016,,,1.0,,,0.0589,,0.66,0.379,1.0,192.4,48.38,75.3,101.4,13.2,5.89,3.24,495.0,143.0,0.35,344.0,10.5,0.249,0.692,0.0164,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;amax-stage;amax-flow
55015,Honddu at Tafolog,25.1,327668,229443,51.95875,-3.05405,Honddu,Tafolog,253.1,NRW,55015,55,01/01/1966,,VA,24.0,1.7,19.1,True,False,False,False,True,False,False,False,False,False,False,False,False,,01/10/1966,30/09/2021,0.829,0.013,07/06/1982,07/06/1982,50.0,15/02/2020,15/02/2020,0.121,0.286,0.467,1.699,2.701,0.48,20089.0,11773.0,58.604,,,,256.5,345.8,557.5,661.6,715.3,1395.0,1315.0,0.047,0.0005,0.456,0.4509,,0.067,0.0126,0.3769,0.5419,0.0015,,,1.0,,,,,0.54,0.572,1.0,257.0,27.13,46.5,60.9,10.6,10.29,5.39,523.0,153.0,0.12,256.5,24.71,0.097,0.485,0.0065,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
55017,Chwefru at Carreg-y-wen,29.0,299800,253100,52.16704,-3.46644,Chwefru,Carreg-y-wen,151.4,NRW,,55,01/01/1968,31/12/1982,FVVA,48.0,1.0,33.1,True,False,False,False,True,False,False,False,False,False,False,False,False,N,01/10/1968,31/03/1982,0.912,0.001,23/08/1976,27/08/1976,29.59,21/03/1981,21/03/1981,0.038,0.195,0.464,2.253,3.407,0.34,4930.0,4836.0,98.093,,,,157.9,196.8,307.5,501.1,601.6,1421.0,1488.0,0.0899,0.0135,0.744,0.1428,0.0023,0.0701,0.0817,0.7795,0.0656,0.0032,,,1.0,,,,,0.65,0.4,1.0,155.8,43.92,44.3,59.8,10.1,13.65,7.23,324.0,115.0,0.3,157.9,28.99,0.346,0.671,0.026,0.0001,,,0.0002,,,gdf;gmf;cmr;cdr;cdr-d
55018,Frome at Yarkhill,144.0,361482,242705,52.08135,-2.56349,Frome,Yarkhill,55.4,EA-WM,55018,55,01/01/1968,,VA,20.0,,13.2,True,True,False,True,False,False,False,True,False,False,False,False,False,E,01/10/1968,30/09/2021,1.173,0.018,26/08/1976,26/08/1976,24.33,30/12/1981,30/12/1981,0.159,0.337,0.615,2.498,4.16,0.52,19358.0,19346.0,99.938,01/06/1968,,22.937,57.2,77.0,142.3,199.2,252.4,730.0,706.0,0.0789,0.364,0.4926,0.0007,0.0457,0.0496,0.4936,0.443,0.0003,0.0128,,,1.0,,0.0429,,0.06,0.32,0.567,0.991,68.0,39.21,32.9,41.6,10.6,35.73,18.01,138.0,174.0,0.13,57.2,143.82,0.542,0.612,0.0644,0.0105,0.505,0.974,0.0087,0.693,1.166,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
55020,Pinsley Brook at Cholstrey Mill,24.2,346166,259900,52.23465,-2.7897,Pinsley Brook,Cholstrey Mill,77.3,EA-WM,55020,55,01/01/1970,25/10/2007,VA,3.0,,,True,False,False,False,False,False,False,False,False,False,False,False,False,,14/02/1993,25/10/2007,0.473,0.152,30/08/1994,30/08/1994,3.03,21/07/2007,21/07/2007,0.182,0.281,0.38,0.879,1.161,0.8,5367.0,5069.0,94.448,,,,77.6,86.2,99.5,191.3,323.3,793.0,742.0,0.1317,0.4795,0.3329,0.0015,0.0306,0.0806,0.5661,0.3002,0.0123,0.0326,,,0.7939,0.2061,0.0509,,0.4543,0.33,0.64,0.964,38.4,29.82,33.6,41.5,9.9,14.14,6.92,121.0,140.0,0.43,77.6,19.98,0.859,0.854,0.1423,0.011,0.458,0.864,0.0072,0.524,0.989,gdf;gmf;cmr;cdr;cdr-d
55022,Trothy at Mitchel Troy,142.0,350247,211226,51.79746,-2.72286,Trothy,Mitchel Troy,16.2,NRW,55022,55,01/01/1969,31/12/1982,FVVA,26.0,,38.5,True,False,False,False,True,False,False,False,False,False,False,False,False,N,01/04/1969,31/07/1982,1.558,0.019,28/08/1976,28/08/1976,35.19,11/02/1974,11/02/1974,0.137,0.311,0.631,3.62,6.514,0.49,4870.0,4171.0,85.647,,,,18.3,53.2,102.4,192.0,467.7,945.0,887.0,0.1038,0.1524,0.7222,0.0002,0.0162,0.0871,0.3626,0.5373,0.0044,0.0082,,,1.0,,0.0088,,0.0816,0.36,0.572,0.998,99.6,36.92,37.9,47.8,10.1,35.42,19.72,115.0,139.0,0.13,18.4,141.91,0.445,0.909,0.0451,0.0014,,,0.0009,,,gdf;gmf;cmr;cdr;cdr-d
55028,Frome at Bishops Frome,77.7,366665,248863,52.13705,-2.48847,Frome,Bishops Frome,75.7,EA-WM,55028,55,01/01/1971,,FV,12.0,,10.8,True,False,False,False,False,False,False,True,False,False,False,False,False,N,01/10/1971,30/09/2021,0.748,0.012,21/08/1995,21/08/1995,88.92,30/12/1981,30/12/1981,0.069,0.188,0.335,1.563,2.614,0.47,18263.0,16366.0,89.613,,,,76.9,116.2,156.7,206.3,252.4,744.0,721.0,0.0744,0.2989,0.5398,0.0013,0.0671,0.0534,0.437,0.4916,0.0005,0.0168,,,1.0,,,,0.0343,0.32,0.572,0.997,73.7,38.39,33.9,42.8,10.9,25.06,14.11,158.0,139.0,0.12,76.9,78.1,0.35,0.796,0.0369,0.0109,0.595,0.964,0.0125,0.763,0.949,gdf;gmf;cmr;cdr;cdr-d
55036,Garren at Marstow Mill,91.0,356017,219344,51.87092,-2.64023,Garren,Marstow Mill,26.0,EA-WM,55036,55,01/01/1996,,US,,,27.3,True,False,False,False,False,False,False,False,False,False,False,False,False,EI,04/01/1996,30/09/2021,1.02,0.0,11/09/2003,20/10/2003,7.047,16/02/2020,16/02/2020,0.094,0.318,0.607,2.491,3.789,0.73,9402.0,9294.0,98.851,,,,21.4,64.7,102.6,183.1,359.2,781.0,762.0,0.0743,0.3931,0.4701,0.0002,0.0441,0.0353,0.5988,0.3519,0.0011,0.0116,,,1.0,,0.0078,,0.0005,0.33,0.738,0.975,81.4,14.89,36.0,43.9,10.1,29.06,17.31,114.0,105.0,0.19,21.4,90.03,0.317,0.853,0.0307,0.0064,0.407,0.854,0.0085,0.653,1.013,gdf;gmf;cmr;cdr;cdr-d
56003,Honddu at The Forge Brecon,62.1,305100,229700,51.95766,-3.38246,Honddu,The Forge Brecon,143.9,NRW,56003,56,01/01/1963,31/12/1984,CC,,122.0,16.2,True,True,False,True,False,False,False,False,False,False,False,False,False,N,01/10/1963,30/09/1984,1.478,0.045,26/08/1976,27/08/1976,24.72,27/12/1979,27/12/1979,0.15,0.467,0.974,3.417,4.802,0.52,7671.0,7671.0,100.0,16/05/1959,01/10/1984,23.456,147.6,218.4,316.9,401.6,473.5,1257.0,1171.0,0.1049,0.0236,0.7576,0.0969,0.0028,0.0752,0.0286,0.8911,0.0005,0.0044,,,1.0,,0.0136,0.0238,0.0276,0.53,0.529,0.999,121.0,35.2,43.1,56.6,10.4,21.79,10.94,311.0,175.0,0.21,147.6,62.66,0.325,0.909,0.0268,0.0009,,,0.0026,0.188,0.055,gdf;gmf;nmf;cmr;cdr;cdr-d;pot-stage;pot-flow;amax-stage;amax-flow
56007,Senni at Pont-Hen-Hafod,19.9,292826,225467,51.91738,-3.55969,Senni,Pont-Hen-Hafod,219.6,NRW,56007,56,01/01/1967,,FV,,24.0,,True,False,False,False,True,False,False,False,True,False,False,False,False,N,01/12/1967,30/09/2021,1.036,0.033,23/08/1976,26/08/1976,22.6,12/10/2018,12/10/2018,0.103,0.305,0.531,2.47,3.76,0.36,19663.0,19348.0,98.398,,,,221.1,253.2,369.5,565.8,651.7,1942.0,1974.0,0.0392,0.0022,0.7926,0.1542,0.0011,0.0507,0.013,0.9263,0.0049,0.0044,,,1.0,,0.0528,,0.2223,0.62,0.495,1.0,198.4,38.96,68.0,94.1,13.0,9.97,5.85,388.0,342.0,0.13,221.1,19.29,0.573,0.774,0.0433,0.0,,,0.0005,,,gdf;gmf;cmr;cdr;cdr-d
56014,Usk at Usk Reservoir,17.0,283989,229047,51.94778,-3.68933,Usk,Usk Reservoir,267.2,NRW,56014,56,01/01/1979,,C,,2.3,36.0,True,False,False,False,False,False,False,False,False,False,False,False,False,S,01/08/1979,30/09/2021,0.391,0.041,02/02/1989,02/02/1989,9.46,15/02/2020,15/02/2020,0.089,0.138,0.17,0.936,1.62,0.5,15402.0,13908.0,90.3,,,,269.3,308.7,362.0,431.4,590.5,1595.0,1657.0,0.1401,0.0027,0.613,0.1741,,0.1827,0.0003,0.7431,0.0064,0.0018,,,1.0,,,,0.1531,0.62,0.388,0.772,95.6,47.4,57.2,77.7,12.3,9.52,4.29,367.0,85.0,0.14,269.3,17.65,0.223,0.994,0.0175,0.0,,,0.0,,,gdf;gmf;cmr;cdr;cdr-d
56015,Olway Brook at Olway Inn,105.1,338475,201090,51.70516,-2.89175,Olway Brook,Olway Inn,15.0,NRW,56015,56,01/01/1976,,C,,15.8,9.1,True,False,False,False,True,False,False,False,False,True,False,False,True,N,01/01/1975,30/09/2021,1.689,0.028,25/08/1976,27/08/1976,32.9,07/02/1990,07/02/1990,0.114,0.329,0.705,4.07,6.75,0.43,17075.0,17053.0,99.871,,,,13.0,35.6,77.0,204.7,304.4,1001.0,947.0,0.0894,0.1502,0.7405,,0.0169,0.0896,0.3519,0.5411,0.0038,0.0134,,,1.0,,0.011,,0.1981,0.34,0.598,1.0,97.9,30.41,41.1,51.7,10.6,18.63,11.01,92.0,247.0,0.07,13.0,110.22,0.516,0.698,0.0589,0.0033,,,0.0034,,,gdf;gmf;cmr;cdr;cdr-d
57001,Taf Fechan at Taf Fechan Reservoir,33.7,306000,211700,51.79602,-3.36446,Taf Fechan,Taf Fechan Reservoir,297.9,NRW,,57,01/01/1937,31/12/1973,MIS,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,S,01/11/1936,31/12/1973,0.783,0.1,23/10/1973,23/10/1973,30.02,18/12/1965,18/12/1965,0.221,0.252,0.36,2.053,3.398,0.46,13575.0,8735.0,64.346,,,,315.5,358.8,479.7,631.0,884.7,1911.0,1938.0,0.1416,0.0003,0.555,0.2169,,0.2191,,0.5415,0.1904,0.0023,,0.069,0.931,,,0.0921,0.1267,0.54,0.312,0.753,168.8,52.67,61.7,84.6,12.1,12.99,5.94,484.0,187.0,0.25,315.5,33.52,0.248,0.932,0.0195,0.0002,,,0.0002,,,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d
57002,Taf Fawr at Llwynon Reservoir,43.0,301186,211166,51.79039,-3.43409,Taf Fawr,Llwynon Reservoir,236.3,NRW,57817,57,01/01/1931,,MIS,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,S,01/10/1931,30/09/2021,1.092,0.0,31/03/1941,20/06/1945,34.26,18/12/1965,18/12/1965,0.181,0.267,0.374,2.738,3.625,0.34,32873.0,27191.0,82.715,,,,234.4,326.3,437.2,642.4,867.5,2057.0,1980.0,0.0973,0.0059,0.6185,0.2306,0.0002,0.1528,0.0025,0.6288,0.189,0.0073,,0.0744,0.9256,,,0.1107,0.2844,0.56,0.307,0.826,166.4,54.27,63.0,85.3,12.3,13.63,6.53,461.0,186.0,0.25,234.4,44.05,0.272,0.734,0.0208,0.0003,,,0.0001,,,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d
57010,Ely at Lanelay,39.4,303359,182684,51.53476,-3.39471,Ely,Lanelay,46.0,NRW,57010,57,01/01/1974,,FVVA,130.0,4.3,22.0,True,True,True,True,False,False,False,False,False,False,False,False,False,EI,01/09/1974,30/09/2021,1.603,0.042,25/06/2004,25/06/2004,40.7,06/03/1998,06/03/1998,0.172,0.487,0.836,3.84,5.58,0.39,17197.0,17090.0,99.378,31/07/1967,,39.734,47.0,90.8,166.6,258.7,410.6,1604.0,1620.0,0.1829,0.04,0.6404,0.0092,0.1144,0.1211,0.0386,0.7114,0.0106,0.1183,,0.9414,,0.0586,0.058,,0.7014,0.47,0.455,1.0,117.9,39.0,55.5,70.2,12.8,12.46,6.51,172.0,148.0,0.22,47.0,38.88,0.532,0.716,0.0442,0.0219,0.618,1.206,0.0338,0.751,1.108,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
57017,Rhondda Fawr at Tynewydd,16.6,293259,198687,51.67677,-3.54515,Rhondda Fawr,Tynewydd,188.6,NRW,57809,57,17/04/2001,,FVVA,,,28.4,True,True,True,True,False,False,False,False,False,False,False,False,False,,17/04/2001,30/09/2021,1.165,0.066,26/07/2018,26/07/2018,18.58,15/02/2020,15/02/2020,0.152,0.354,0.622,2.73,3.99,0.35,7472.0,7472.0,100.0,17/04/2001,,24.32,186.1,259.4,475.2,522.3,599.4,2470.0,2458.0,0.5023,0.0371,0.2018,0.1481,0.0243,0.5197,0.0057,0.3028,0.1354,0.0357,,0.7073,,0.2927,0.0218,0.4764,0.1057,0.57,0.317,0.999,217.4,52.88,75.0,101.4,13.8,6.66,3.26,427.0,144.0,0.19,186.4,16.64,0.204,0.529,0.0117,0.0135,0.523,0.315,0.0156,0.639,0.293,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
58011,Thaw at Gigman Bridge,49.2,301738,171662,51.43541,-3.415,Thaw,Gigman Bridge,7.3,NRW,58011,58,01/01/1976,,FVUS,,,23.6,True,False,False,False,True,False,False,False,False,True,False,False,True,GE,01/05/1976,30/09/2021,1.053,0.057,27/07/1984,29/07/1984,7.55,22/12/2012,22/12/2012,0.173,0.415,0.716,2.44,3.06,0.67,16589.0,16284.0,98.161,,,,8.4,29.1,67.0,113.1,134.6,1215.0,1132.0,0.132,0.1308,0.6568,,0.0738,0.0811,0.1119,0.759,0.0005,0.0466,,0.6045,0.2975,0.0979,0.2905,,0.0884,0.47,0.74,1.0,67.9,18.69,39.9,53.3,11.6,17.65,9.01,67.0,221.0,0.11,8.4,49.01,0.526,0.997,0.0731,0.0138,0.601,0.821,0.0223,0.755,0.825,gdf;gmf;cmr;cdr;cdr-d
60004,Dewi Fawr at Glasfryn Ford,36.67,228982,217489,51.82977,-4.48325,Dewi Fawr,Glasfryn Ford,10.2,NRW,60004,60,01/01/1969,,VA,20.0,,34.9,True,False,False,False,True,False,False,False,False,False,False,False,False,E,01/05/1969,30/09/2021,1.303,0.007,21/08/1995,21/08/1995,15.97,01/10/1981,01/10/1981,0.13,0.427,0.804,3.06,4.162,0.53,19146.0,16780.0,87.642,,,,11.4,52.6,149.3,224.4,287.8,1501.0,1476.0,0.0743,0.0673,0.8055,0.0337,0.018,0.0736,0.05,0.8666,0.0034,0.0063,,,1.0,,,,0.0484,0.52,0.569,1.0,123.3,33.29,47.4,64.0,12.2,19.49,9.71,145.0,190.0,0.24,11.4,36.8,0.481,0.751,0.032,0.0001,,,0.0009,,,gdf;gmf;cmr;cdr;cdr-d
60012,Twrch at Ddol Las,20.7,265023,243991,52.07778,-3.97101,Twrch,Ddol Las,151.2,NRW,60012,60,01/01/1970,,VA,36.0,,32.2,True,True,False,True,False,False,True,False,False,False,False,False,False,N,10/09/1970,30/09/2021,0.709,0.002,27/08/1976,29/07/2019,18.45,12/10/2018,12/10/2018,0.037,0.175,0.371,1.758,2.496,0.34,18649.0,15325.0,82.176,10/09/1970,,15.27,152.4,202.4,309.4,419.3,482.3,1682.0,1531.0,0.0934,0.0026,0.8557,0.0318,0.0164,0.0735,0.0207,0.8866,0.0141,0.0052,,,1.0,,,0.0367,,0.65,0.419,1.0,161.2,43.02,49.4,66.2,11.2,12.59,6.39,305.0,192.0,0.21,152.9,19.5,0.419,0.813,0.0323,0.0,,,0.0024,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
61003,Gwaun at Cilrhedyn Bridge,31.3,200501,234913,51.97677,-4.90613,Gwaun,Cilrhedyn Bridge,70.3,NRW,61003,61,01/04/1969,,VA,25.0,,18.5,True,True,False,False,True,False,False,False,False,False,False,False,False,N,01/03/1969,30/09/2021,1.135,0.057,27/08/1976,27/08/1976,17.4,11/10/2005,11/10/2005,0.177,0.46,0.771,2.425,3.285,0.58,19207.0,18913.0,98.469,01/12/1968,,21.83,71.2,140.5,230.7,322.0,466.6,1474.0,1565.0,0.1013,0.0419,0.821,0.0146,0.0208,0.0806,0.0306,0.8741,0.0118,0.0029,,,1.0,,,,0.0679,0.44,0.494,1.0,121.3,38.98,51.2,67.2,12.1,10.97,5.51,233.0,306.0,0.19,71.2,28.77,0.267,0.791,0.0238,0.0,,,0.0001,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
63003,Wyre at Llanrhystud,40.6,254184,269790,52.30681,-4.14017,Wyre,Llanrhystud,19.3,NRW,63003,63,01/01/1969,,VA,110.0,,49.8,True,True,False,True,False,False,False,False,False,False,False,False,False,N,01/01/1970,30/09/2021,1.028,0.003,04/07/2018,04/07/2018,35.48,05/08/1973,05/08/1973,0.052,0.264,0.566,2.517,3.471,0.41,18901.0,11542.0,61.066,01/10/1968,01/10/1980,20.08,23.2,127.8,194.1,283.6,360.0,1254.0,1182.0,0.0877,0.0258,0.8518,0.0125,0.0216,0.0707,0.0207,0.8857,0.017,0.0059,,,1.0,,,,0.0382,0.53,0.472,1.0,110.7,38.05,37.4,49.3,10.0,17.98,7.92,197.0,304.0,0.28,23.2,40.55,0.505,0.937,0.0383,0.0002,0.0,,0.0018,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
